ticker,concept,tag,start,end,calendar_quarter,value_as_filed,filed_as_filed,value_latest,filed_latest,restated,n_filings,form,fiscal_label,derived_q4
AMD,cost_of_revenue,CostOfGoodsAndServicesSold,2017-01-01,2017-04-01,2017Q1,800000000.0,2019-02-08,800000000.0,2019-02-08,False,1,10-K,FY2018 FY,False
AMD,cost_of_revenue,CostOfGoodsAndServicesSold,2017-04-02,2017-07-01,2017Q2,765000000.0,2018-08-02,765000000.0,2019-02-08,False,2,10-Q,FY2018 Q2,False
AMD,cost_of_revenue,CostOfGoodsAndServicesSold,2017-07-02,2017-09-30,2017Q3,1013000000.0,2018-10-31,1013000000.0,2019-02-08,False,2,10-Q,FY2018 Q3,False
AMD,cost_of_revenue,CostOfGoodsAndServicesSold,2017-10-01,2017-12-30,2017Q4,888000000.0,2019-02-08,888000000.0,2020-02-04,False,2,derived(10-K),FY2018 Q4(derived),True
AMD,cost_of_revenue,CostOfGoodsAndServicesSold,2017-12-31,2018-03-31,2018Q1,1050000000.0,2019-02-08,1050000000.0,2020-02-04,False,3,10-K,FY2018 FY,False
AMD,cost_of_revenue,CostOfGoodsAndServicesSold,2018-04-01,2018-06-30,2018Q2,1104000000.0,2018-08-02,1104000000.0,2020-02-04,False,4,10-Q,FY2018 Q2,False
AMD,cost_of_revenue,CostOfGoodsAndServicesSold,2018-07-01,2018-09-29,2018Q3,992000000.0,2018-10-31,992000000.0,2020-02-04,False,4,10-Q,FY2018 Q3,False
AMD,cost_of_revenue,CostOfGoodsAndServicesSold,2018-09-30,2018-12-29,2018Q4,882000000.0,2019-02-08,882000000.0,2021-01-29,False,3,derived(10-K),FY2018 Q4(derived),True
AMD,cost_of_revenue,CostOfGoodsAndServicesSold,2018-12-30,2019-03-30,2019Q1,751000000.0,2019-05-01,751000000.0,2021-01-29,False,4,10-Q,FY2019 Q1,False
AMD,cost_of_revenue,CostOfGoodsAndServicesSold,2019-03-31,2019-06-29,2019Q2,910000000.0,2019-07-31,910000000.0,2021-01-29,False,4,10-Q,FY2019 Q2,False
AMD,cost_of_revenue,CostOfGoodsAndServicesSold,2019-06-30,2019-09-28,2019Q3,1024000000.0,2019-10-30,1024000000.0,2021-01-29,False,4,10-Q,FY2019 Q3,False
AMD,cost_of_revenue,CostOfGoodsAndServicesSold,2019-09-29,2019-12-28,2019Q4,1178000000.0,2020-02-04,1178000000.0,2022-02-03,False,3,derived(10-K),FY2019 Q4(derived),True
AMD,cost_of_revenue,CostOfGoodsAndServicesSold,2019-12-29,2020-03-28,2020Q1,968000000.0,2020-04-29,968000000.0,2021-04-28,False,3,10-Q,FY2020 Q1,False
AMD,cost_of_revenue,CostOfGoodsAndServicesSold,2020-03-29,2020-06-27,2020Q2,1084000000.0,2020-07-29,1084000000.0,2021-07-28,False,3,10-Q,FY2020 Q2,False
AMD,cost_of_revenue,CostOfGoodsAndServicesSold,2020-06-28,2020-09-26,2020Q3,1571000000.0,2020-10-28,1571000000.0,2021-10-27,False,3,10-Q,FY2020 Q3,False
AMD,cost_of_revenue,CostOfGoodsAndServicesSold,2020-09-27,2020-12-26,2020Q4,1793000000.0,2021-01-29,1793000000.0,2023-02-27,False,3,derived(10-K),FY2020 Q4(derived),True
AMD,cost_of_revenue,CostOfGoodsAndServicesSold,2020-12-27,2021-03-27,2021Q1,1858000000.0,2021-04-28,1858000000.0,2022-05-04,False,2,10-Q,FY2021 Q1,False
AMD,cost_of_revenue,CostOfGoodsAndServicesSold,2021-03-28,2021-06-26,2021Q2,2020000000.0,2021-07-28,2020000000.0,2022-08-03,False,2,10-Q,FY2021 Q2,False
